ticker,alpha,beta,sharpe,ann_vol,ret_1m,ret_3m,ret_6m,ret_1y,momentum,ma50_score,ma200_score,composite_score,vol_trend
PPG,-0.1463736036957106,1.0380365110084817,0.5664642013799672,0.2820479181786291,0.13961103259821273,0.04942363893893997,0.16882748123182467,,0.043111703432555076,0.015428669610167624,0.07079473725494254,0.35758683090734006,0.05177605127392204
PSKY,0.12229922971736304,0.4535834205544966,0.38460023051276054,0.6658150999863784,0.304444419013129,-0.002476491883374954,-0.3203719660907056,,-0.00247871771401241,0.12364251827153769,-0.1285999536995625,0.35689958266854455,-0.05750469918059142
SOFI,-0.048770526413572414,2.5315550168671836,1.2992357492739721,0.5371235577495249,0.1309662374873266,-0.2651285963422042,-0.30681413381367095,,-0.05422205084142367,0.07779184025413387,-0.1862359419369812,0.3567703644493009,-0.1248798657170378
TROW,-0.16490662538338685,1.177047677421061,0.736757107494518,0.2473474524844455,0.10821621517001878,-0.08288932909328739,-0.05751088102309998,,0.021985044893548036,0.06358784102613348,-0.019617751239037407,0.3566425512460287,0.09049975409340538
PPL,0.063837807529802,0.10254480651763208,0.5678822562168527,0.16566974247264815,0.025492805260251883,0.10088100753364371,0.04378625852622697,,0.05737911939824926,0.03113021294036645,0.08362802585613208,0.3566273024631254,-0.2922006306394973
FROG,0.1718134788289626,1.250826671109038,0.8652167545208631,0.6249467742476383,0.005698655256139107,-0.23944147201418753,-0.053422047755001145,,-0.06494942707638762,-0.009116065746632393,-0.12078278840614284,0.35652708087504315,-0.1329230825026423
TSN,-0.014682957478667167,0.3017005827539389,0.32233193392963877,0.23049624477707886,0.058804286219184876,0.08131560245055014,0.24830659012737155,,0.0829208287727143,0.0295449784370035,0.1362966791084251,0.35639176369661985,-0.07934837971660702
HSIC,-0.008889754645741845,0.7417097613996388,0.7718726765914558,0.2718835992740996,0.0780907941738227,0.00960553256162533,0.24632413962141664,,0.05628769983791837,0.023726373725975504,0.08884902594986123,0.356378676541092,-0.2636094043162397
FSLR,0.15584217938525613,1.4594648224107591,0.9427982077525903,0.6218466156192,-0.03725795059981418,-0.2183549379474452,-0.22078556793226778,,-0.10417680359824835,-0.07170543271912624,-0.13664817447737046,0.35609942259254185,-0.10854058927081245
PSA,-0.0582013887583642,0.4928733237375533,0.3966401747326843,0.2197448229000805,0.11394504593137977,0.06599183272573894,0.04921336342469962,,0.0851354568153671,0.0652902167828768,0.1049806968478574,0.35594091834378483,-0.07140592270884183
SCHW,-0.026582655167273945,0.7587399726058416,0.8593825019503212,0.22945459980020635,-0.010720411804100327,-0.09895268253858058,-0.015641641629747904,,-0.03199410022139584,-0.030445563314939816,-0.033542637127851854,0.35568489124862823,-0.059548887494777825
MMLP,0.020126666565158755,0.4141636744997857,0.2738154817938355,0.5195987471372765,0.04850741521795454,-0.0052650253503101485,-0.08723571371372896,,0.0016427493788538031,0.019408651067758458,-0.01612315231005085,0.35551902639710453,0.11145131659522356
ABNB,-0.1659422003469905,1.355957266204184,0.7750150598610892,0.30188375406137163,0.07946311127081374,0.0674962031393509,0.13914373586257933,,0.10178227180249129,0.09855742610266442,0.10500711750231816,0.35464929791300753,-0.22555443358058735
HALO,0.06837446875067961,0.5710080723543327,0.5516952822046292,0.4291851609288761,0.08860957194722618,-0.0352269394325716,0.04415310847237652,,0.014347160865468705,0.009628559239883688,0.019065762491053722,0.3544612717631347,-0.1412257207700205
MDB,0.2300800058631061,1.6880554420921148,1.064503612721453,0.6838219642641934,-0.01914190503932145,-0.3232785287203179,-0.17131794981551596,,-0.11811792978976421,-0.07394513198869654,-0.16229072759083188,0.3541808138664789,-0.20488744962072547
PFGC,0.02495970633953068,0.6136667124804053,0.736641778767636,0.2795738737899933,0.10507031468524541,-0.034489843702976586,-0.09696736359620473,,0.009770595019386626,0.0420102876055499,-0.02246909756677665,0.35358972633188346,-0.20772366042498036
TNDM,0.03521309928343512,1.4337243928998187,0.6001825912622913,0.7631932130067172,-0.13584904483420834,-0.021831945473908765,0.3972881769729859,,0.054205395837355064,-0.04778182647254425,0.15619261814725438,0.35358845935538175,-0.22964440403387387
PKG,-0.06595769020261531,0.7863043282250386,0.6429534559648881,0.2580959299124486,0.018957125658555007,-0.032963083846538566,0.030097252359896354,,-0.004330897620179531,-0.03228441646595178,0.023622621225592718,0.35339987828249775,-0.012850031602460676
AFRM,-0.1961212966970001,2.777318323518883,0.9651429401802658,0.6454808390318367,0.45204868660019293,-0.10179637664837815,-0.1171639453139679,,0.1213728052113022,0.29145676307109564,-0.04871115264849125,0.3530845712466014,-0.24529502411046689
T,0.08615076942448756,-0.22024748627971924,0.09757952283833828,0.21719847661027933,-0.022712316586399495,0.12884355642116274,0.03956702941517176,,-0.014316278285127083,-0.03952039213914916,0.010887835568894992,0.3527294805454817,0.02682968525561713
URI,-0.038398174692295756,1.3471321936088265,0.9963971344561304,0.3602035053991378,0.0976837692175967,-0.13882023304584645,-0.21606140770832039,,-0.03726810639806138,-0.0022493269269344405,-0.07228688586918831,0.35266199869756254,-0.1392338568465289
TPL,-0.09375563370170299,0.5818865093848399,0.16748725858840965,0.4648571922317683,-0.20279962845563748,0.2783711010288923,0.3720489693160485,,0.043500682859115805,-0.11139292918762883,0.19839429490586044,0.3509852206016035,-0.038505448540823495
XYZ,-0.1614963709687195,1.8833376015539254,0.7651850341811455,0.5148405758461109,0.23201939744535416,0.0976587206731927,-0.06396946398114844,,0.12218237153152994,0.1973412215328908,0.0470235215301691,0.350770755034148,-0.34780823667166916
ALNY,0.10982360714977642,0.6780358618780323,0.8042864342338032,0.38517846408550893,-0.016327777414780753,-0.13806158424332804,-0.3415271846039345,,-0.1278450782695154,-0.0423853982440317,-0.2133047582949991,0.3505520478141749,-0.06657189855710699
BABA,-0.04845570993032728,1.2016563624099015,0.7106858712887665,0.43049067848746986,0.048947423860420614,-0.17504241181181857,-0.15008142128659374,,-0.010934227450116633,0.019018852591598176,-0.04088730749183144,0.34974449033321386,-0.01928689843689424
NDAQ,-0.02287029647200262,0.8153470852029304,0.9136755861196469,0.23815512069421535,0.037102037434037394,-0.11401767694278331,-0.005163785405465249,,0.013427042895865075,0.042729527610913254,-0.015875441819183104,0.34957156127032124,-0.2713139500462356
BLK,-0.16064811519415856,1.2617720581764358,0.8365804703441032,0.2527920615663013,0.08657353254763978,-0.08529167333045362,-0.11595210890270558,,0.00977092187460752,0.04004305324250858,-0.020501209493293537,0.34928383569363214,-0.06940634796238243
LOW,-0.08776606039774498,0.8715863326731529,0.6740134862745791,0.25116286077141065,0.08927260032774464,-0.08721536624710369,0.05201695142453011,,0.0066027413350198735,-0.005637827748880292,0.01884331041892004,0.34925034099487245,-0.052528084274656384
EW,-0.06409518237527961,0.6680051938012367,0.5789988199825287,0.22956302747338608,-0.019610249783475142,-0.04142502175989338,0.11051690010786541,,-0.0007077562239960053,-0.0036243298623085444,0.002208817414316534,0.3487984057634188,-0.049602751571517056
HUN,-0.2507640090159702,1.5772152124882517,0.37642552602932866,0.5695610116158882,0.11622076412117699,0.11555326293486012,0.6155947097415306,,0.15991455393393866,0.05632844419593233,0.26350066367194497,0.3486226713875644,-0.11342800412007081
KO,0.054270241588832265,-0.0851659833519732,0.1859904029532869,0.15674251590999458,-0.003027554998523696,0.08202013565534383,0.14484831158569067,,0.02489203413576865,-0.019815264835598735,0.06959933310713604,0.3477964138673824,-0.10781096230142861
ACIC,0.02096617770946509,0.41729901538758063,0.4861493941108371,0.29628420153479296,0.056787876100533374,0.05866665310329866,0.04384947819813112,,0.06887773344533504,0.052380429295279904,0.08537503759539017,0.3472711963388488,-0.3282830814473211
CBRE,-0.05681374543324236,1.102012021103437,0.8864506094252143,0.30255259200012663,0.13143148654626358,-0.11309493131847925,-0.03386055713162073,,0.023331298936970668,0.06288640582690998,-0.016223807952968645,0.3469860307423061,-0.27273973954452535
SO,0.08418486684954815,-0.15101560083356771,0.2501285904236121,0.15850440712662772,-0.021027540501818542,0.07290340165466946,-0.0369436267989246,,0.011768224417934271,-0.00848414015489532,0.03202058899076386,0.3452247686529904,-0.19455813993658155
OMC,-0.04902329070037395,0.6201073720920701,0.38779420875795895,0.3451890505718891,0.03404306355883202,-0.017133433175893442,0.01173915359920552,,0.034684285466635364,0.024005876289101412,0.045362694644169324,0.34497129165722057,-0.09577765673584682
NXPI,-0.22908511320190342,1.694240373557457,0.7182540950163042,0.37673287144238715,0.1269455049274315,-0.0898946314311434,0.004101657677364923,,0.008512917217323165,0.023507959865536388,-0.00648212543089006,0.3448633391171816,0.025066471552788627
MSFT,-0.1329076192344126,0.9605409239424443,0.6169488540644075,0.2437488802339769,0.07912401879550601,-0.07205581818165985,-0.17311389728419424,,-0.0115163411562021,0.07826408677172689,-0.10129676908413109,0.3448423414928631,-0.007349968940483564
TMDX,-0.06758516527243597,1.5173919248006054,0.685377571067957,0.5543407571810536,0.023496190121197635,-0.1936112410198383,0.028949490441000814,,-0.057791104646708995,-0.05512438668060902,-0.06045782261280897,0.3444688182979088,0.03909732540861821
EXR,-0.07750201262642394,0.5191849211692238,0.30635607006010784,0.24683358667163058,0.06592363287421588,-0.000577539352933476,-0.0023594481551326707,,0.04833304627348915,0.03831035280473962,0.05835573974223868,0.34385505827231333,-0.06536035399522733
TMO,-0.08042199711069048,1.0217636683057643,0.7306037873482224,0.30238328829599237,0.13322854552339436,-0.1561345198303875,-0.0006687833609859695,,0.02696727025790227,0.04693444723994318,0.0070000932758613596,0.3437940976543377,-0.17277191040744355
